price,bedrooms,bathrooms,sqft_living,sqft_lot,yr_built,zipcode,state
435037,10,5,4535,10975,2016,90000,California
1764529,18,8,18716,68427,1963,90003,California
952253,8,3,6263,14973,2007,90002,California
325374,20,10,14207,34561,1983,90001,California
991209,18,9,12949,42945,1970,90004,California
1147272,7,3,3309,7610,1966,90002,California
507707,10,5,6014,7558,1986,90004,California
1272461,15,8,17031,26798,1966,90004,California
719082,6,3,1884,3246,1993,90000,California
1552137,20,10,16646,40916,1967,90004,California
247777,6,2,1764,4627,1986,90002,California
1821870,15,8,12868,13605,1958,90004,California
1738520,16,9,18585,30357,2006,90004,California
1116137,20,10,12357,17774,1968,90000,California
751390,18,8,8303,32662,1969,90005,California
1463630,11,6,16544,43682,2003,90005,California
1352832,18,8,12546,14709,1963,90000,California
869218,2,1,885,2651,1952,90002,California
950040,13,4,18186,61483,1989,90000,California
887268,8,4,3144,8244,2015,90005,California
1855286,11,5,11558,23456,1992,90001,California
832229,2,3,857,2076,2004,90000,California
1220825,2,2,1107,2750,1992,90005,California
825704,15,7,10327,26147,1999,90005,California
468060,13,6,8881,10907,2018,90005,California
1288805,17,8,8817,23528,1950,90004,California
263301,6,1,2451,4722,1952,90005,California
1046469,13,7,11521,31518,1999,90003,California
105987,14,8,10965,16757,1982,90005,California
262982,20,9,17818,26168,1988,90005,California
751378,17,7,19372,64715,1950,90000,California
400249,1,1,549,1307,1957,90001,California
1508095,16,7,14537,31077,1985,90000,California
1413251,1,2,840,2647,2008,90002,California
1927228,9,4,4397,6338,2014,90005,California
1413557,20,9,11377,44105,2017,90000,California
919137,5,3,1727,4612,1964,90003,California
380472,18,6,8917,26757,1966,90005,California
1535705,1,1,1063,3283,1987,90003,California
341595,5,3,1622,4464,1995,90000,California
933694,16,5,11439,41392,1996,90004,California
1964827,11,4,14500,39247,1985,90003,California
262962,10,5,3593,13955,2004,90003,California
1807681,12,5,12322,24052,1951,90003,California
773503,15,7,13243,19943,1966,90002,California
355768,2,1,653,2324,1964,90003,California
357882,8,5,5160,6310,1965,90001,California
494828,18,7,13051,34002,1996,90004,California
940310,15,7,18479,54023,1973,90002,California
568063,15,7,12649,30209,1982,90001,California
1958395,1,1,739,2535,1995,90002,California
1721643,15,7,18252,34649,1973,90002,California
1392026,2,2,763,2490,2022,90003,California
1571698,14,9,18193,71961,1962,90002,California
1633016,3,2,886,3198,1963,90004,California
595745,8,4,3006,8691,1967,90005,California
1036203,15,6,10215,37702,2009,90002,California
530581,4,2,2993,5544,1970,90003,California
750024,10,7,5906,15205,1985,90004,California
946248,17,7,13325,47462,2011,90004,California
526082,20,10,15443,28993,1975,90002,California
453295,17,8,7584,12288,1955,90001,California
1009968,15,4,12828,49436,1956,90005,California
1980429,16,5,14655,38384,1963,90005,California
1751376,9,4,5915,11112,1965,90005,California
981059,8,3,4753,13468,1957,90003,California
333070,1,1,1256,3137,1982,90004,California
552511,6,5,1576,4570,1971,90003,California
1339976,7,3,4157,13372,2022,90001,California
1122793,8,3,6524,16892,2005,90005,California
184266,19,8,11374,30585,1952,90005,California
943930,1,1,1226,2377,1995,90003,California
108493,15,7,19998,58467,1965,90002,California
342830,14,6,12460,30781,1993,90003,California
1081232,9,4,5907,17041,2015,90002,California
1348971,20,9,9972,15940,1997,90000,California
1346128,5,2,2932,10990,2019,90000,California
1678896,3,3,1484,2216,1966,90004,California
855481,7,3,4688,14413,1952,90001,California
1076516,16,7,9127,30802,1987,90001,California
725748,18,8,17315,42653,1966,90004,California
1207117,10,5,6848,13528,1956,90002,California
1576927,17,8,9934,28692,2006,90005,California
1292282,13,6,10436,17934,1959,90005,California
762831,2,2,1311,4185,1951,90004,California
1687465,16,9,8141,23995,1958,90001,California
1212559,2,2,1288,4573,1972,90002,California
1910722,5,4,2025,6228,1971,90005,California
556462,15,8,12411,36071,2007,90001,California
304825,13,7,16630,56071,1961,90004,California
1546737,13,6,19142,55739,1969,90000,California
157538,7,1,5195,18465,1968,90005,California
240885,20,10,11651,27932,1962,90001,California
1390035,10,4,3224,12193,1966,90003,California
481606,1,1,980,2574,2012,90000,California
878174,16,7,16906,24484,1977,90001,California
541215,18,7,9803,20608,1992,90001,California
422034,14,6,12376,20426,1966,90005,California
745095,10,5,5613,7799,2020,90003,California
573908,18,8,16123,53338,2018,90002,California
1698250,19,8,15961,25123,1989,90005,California
831642,4,1,2527,4960,1998,90001,California
1046708,3,3,1474,2290,1951,90003,California
485456,10,4,4882,14165,1957,90003,California
1201207,5,1,2100,6230,1970,90005,California
584323,8,5,3658,10673,2022,90002,California
449725,13,6,12695,41791,1999,90002,California
1390879,10,5,4179,11189,1961,90004,California
283143,13,6,15513,29520,1981,90003,California
244702,9,5,6937,21008,1990,90004,California
943684,12,2,14138,17353,2008,90002,California
787455,7,3,4723,14104,1999,90005,California
1285973,16,6,19755,58448,1952,90000,California
1246613,9,5,5267,20301,2012,90005,California
1616576,19,10,15320,44502,2009,90005,California
1068494,18,7,14660,41160,2021,90002,California
1915665,9,3,4106,7608,2018,90002,California
1443586,14,6,16004,23838,1965,90003,California
684142,17,8,16003,47012,1950,90004,California
1851220,12,6,8875,20637,1982,90005,California
1883901,13,5,9239,10637,1973,90000,California
499380,12,5,13814,35109,2014,90002,California
1336298,5,2,1781,2393,1995,90001,California
643029,6,2,1681,5461,2002,90002,California
1155327,12,6,11438,39109,1983,90002,California
1350044,20,9,11485,33020,1977,90003,California
1211866,16,6,7978,11336,1992,90000,California
971111,13,6,10655,33532,1975,90003,California
1932294,18,8,10120,13165,1962,90001,California
1670745,7,5,4462,12013,1962,90001,California
1377221,12,8,15907,48921,2021,90000,California
212919,17,7,10389,38628,2017,90000,California
1254282,16,8,18025,22020,2007,90001,California
751299,1,1,622,2085,1962,90003,California
203117,19,7,9735,31332,2019,90002,California
1695425,19,9,8037,13342,2005,90000,California
1454237,8,4,6264,13095,1997,90004,California
578449,17,8,11423,18163,1982,90000,California
133077,10,5,3114,10891,2013,90005,California
404430,6,1,2305,4722,2014,90001,California
572630,4,1,2625,7535,2015,90002,California
396227,10,6,4973,18968,1991,90003,California
1113375,6,3,2622,5694,2001,90004,California
347159,18,9,13795,32051,1988,90001,California
334482,9,3,5347,9050,1980,90004,California
790265,10,4,5682,17949,1969,90000,California
228416,8,3,3754,6211,1985,90004,California
1392258,16,7,9270,23361,1966,90001,California
374281,1,1,1178,3676,2004,90001,California
757165,13,5,9518,35073,2022,90003,California
188605,6,2,2218,4155,1965,90000,California
812148,12,6,14380,41874,1965,90005,California
1635763,18,8,7259,15688,1994,90003,California
1909736,13,7,19126,26084,1960,90000,California
1794635,3,2,804,1532,2007,90000,California
548553,19,8,13261,32627,1987,90000,California
678601,11,6,13191,34355,2003,90001,California
531623,1,1,731,2487,2012,90003,California
210149,16,7,17167,53899,1954,90002,California
1059979,8,3,4087,7280,1970,90001,California
1325071,4,1,1517,3297,1966,90000,California
224150,5,1,2900,7668,2021,90004,California
1421775,19,9,7635,10872,2005,90003,California
630752,9,3,4499,6895,2010,90004,California
857439,10,6,3125,7912,1999,90005,California
168763,1,1,1088,2704,2007,90003,California
1863936,8,4,5751,22037,1961,90004,California
937089,8,4,5395,12927,2018,90000,California
490929,9,2,6135,12720,1960,90003,California
608080,14,7,14232,32284,2004,90001,California
1963329,12,7,17926,26753,1972,90002,California
1513383,2,2,1259,3334,1995,90004,California
1908383,20,10,19749,78777,2007,90005,California
362712,20,9,19418,70512,2001,90002,California
160176,1,2,1446,1997,1997,90001,California
1890343,12,6,14193,47694,1997,90003,California
1857816,10,5,3607,4722,1954,90003,California
625206,17,7,10928,26703,1988,90002,California
1312026,11,5,11855,25468,1981,90000,California
1905997,18,7,9345,32581,2008,90005,California
581725,4,3,2196,5584,1980,90004,California
808896,7,3,3596,6335,1959,90003,California
1744786,5,1,2335,7608,1990,90001,California
1510657,20,9,15892,21073,1983,90000,California
147099,13,8,10250,37944,2011,90005,California
612016,7,3,5475,13063,1973,90005,California
820267,13,5,19535,36219,1978,90000,California
1785384,2,1,577,1476,1962,90003,California
321848,15,9,17211,32446,1993,90001,California
720960,20,9,17613,68372,1975,90002,California
1178086,3,1,795,1400,1992,90005,California
1892779,8,5,3790,8735,1985,90003,California
1105528,15,8,13609,48809,2014,90002,California
539036,5,3,2892,4680,1974,90005,California
1826010,17,6,19672,42607,1967,90001,California
464650,15,6,14584,40581,2019,90000,California
430189,1,1,946,2518,1966,90004,California
1893601,14,7,19626,75168,2002,90004,California
1444081,13,7,8092,19344,1970,90005,California
1968243,12,5,15274,30908,1962,90002,California
462827,14,6,7997,13545,1962,90001,California
1082627,8,4,6934,18767,2009,90003,California
655319,6,4,2410,4789,2011,90001,California
1468565,13,5,8158,14732,1969,90002,California
456667,5,1,1996,4220,1991,90005,California
1714995,12,6,11676,17004,1973,90000,California
1070965,8,3,3097,12099,2004,90000,California
369008,6,4,2856,3712,1996,90002,California
252516,14,7,19930,74316,1963,90003,California
1409868,8,4,4514,16536,1960,90000,California
198416,9,4,6331,18813,1999,90002,California
802648,16,7,18999,27650,1998,90001,California
230971,19,9,15772,57607,1988,90001,California
1796615,2,2,945,1929,2022,90002,California
619584,1,1,1176,3212,1996,90000,California
443501,5,3,2660,3390,2019,90002,California
1463089,3,1,611,2043,1969,90001,California
212144,4,2,2731,4993,2006,90002,California
1862412,3,2,548,1527,2002,90000,California
1788186,20,10,7521,17385,1950,90002,California
287909,4,2,2222,3088,1967,90005,California
382835,5,2,2336,7196,1951,90001,California
429483,17,9,18609,53111,1988,90005,California
1977919,13,7,13331,21282,1990,90005,California
670967,8,6,5003,6425,2002,90003,California
927297,11,6,17478,24439,1980,90002,California
1796793,15,6,18630,40848,1992,90005,California
1443357,6,2,2497,8755,1974,90001,California
977119,1,1,1255,4769,1965,90004,California
1345717,17,8,19380,71023,2004,90000,California
1343350,9,2,4054,7580,2006,90004,California
1995721,11,5,18434,19367,1986,90003,California
1208691,5,2,2722,3305,2021,90005,California
137161,17,7,10045,29594,2012,90003,California
1731955,11,4,10835,41669,2005,90002,California
689252,9,5,5220,10422,1969,90000,California
1752155,8,5,5629,15881,2015,90003,California
1793602,10,4,4368,7098,2014,90001,California
1414839,14,7,14181,38014,1958,90001,California
762834,20,10,17742,43950,2000,90000,California
938398,19,9,8341,20349,1959,90003,California
1972090,6,3,1630,3738,2018,90002,California
483758,19,10,12980,18193,2005,90002,California
647237,12,5,8394,26329,1998,90004,California
1158378,15,6,13862,50039,1961,90000,California
906454,19,10,13528,22127,1979,90000,California
1632347,6,2,2323,9055,1966,90001,California
567999,1,1,1266,3900,1983,90004,California
1966840,19,8,14947,23792,2013,90005,California
293092,2,1,752,1686,2014,90001,California
797351,2,1,764,2281,1985,90001,California
782503,3,1,568,2159,1967,90004,California
1284633,20,8,14661,17723,1964,90000,California
1304579,8,6,5797,19896,1955,90002,California
1498481,16,8,18201,53734,1965,90000,California
1783799,13,5,16485,45441,2008,90002,California
1548977,9,3,4065,6402,1997,90003,California
413199,5,2,1829,4244,2011,90000,California
716342,11,5,12267,39523,2009,90000,California
155554,9,4,5858,15618,1978,90003,California
1122855,1,1,1421,5065,1971,90000,California
1366224,5,1,2695,10598,1966,90005,California
1182883,15,8,17619,59162,1966,90002,California
1678809,7,2,5406,18630,2021,90003,California
1097893,9,4,4773,16299,1969,90000,California
615450,20,8,18738,64557,2016,90003,California
926945,11,5,10939,37935,1956,90001,California
1676535,12,5,17046,28925,1973,90004,California
1163581,6,2,1698,6012,1976,90001,California
494193,15,8,18124,24660,1951,90005,California
853876,20,9,18926,47808,1965,90004,California
912056,13,5,11483,27394,1959,90003,California
1152732,9,4,6280,11133,1956,90003,California
516410,16,9,17864,57847,2002,90003,California
312375,4,2,2987,11055,2018,90000,California
597240,3,1,966,2548,2010,90003,California
911290,7,5,5801,10852,1964,90000,California
104875,4,2,2708,3915,2016,90003,California
302335,5,3,2753,9102,1953,90003,California
1603562,1,1,1386,4059,1958,90003,California
1150470,8,4,6897,24947,2022,90003,California
276021,10,5,6249,15218,2018,90003,California
1050749,5,4,2973,10790,1962,90002,California
1127348,7,4,3509,8135,1987,90000,California
1968131,7,2,3675,7183,1960,90005,California
818636,5,1,1789,3804,1991,90004,California
1378340,13,4,13792,25267,1998,90003,California
1488218,5,2,2132,2693,1966,90002,California
166450,2,1,616,2097,2015,90002,California
958844,13,7,9374,22683,1970,90001,California
1355604,3,1,503,1087,1974,90002,California
522677,20,9,8222,20546,1955,90001,California
1994033,19,9,14066,39665,1977,90000,California
1794713,19,9,15656,30076,1991,90001,California
996806,13,6,10613,25622,2007,90001,California
1938933,13,6,8463,16109,1971,90004,California
737463,14,7,12216,38640,1982,90000,California
269989,17,7,9291,20993,1960,90004,California
1509147,11,5,10455,12038,1959,90005,California
291060,11,6,13739,19909,1954,90005,California
1961112,19,10,10669,40127,1977,90000,California
353090,6,1,2779,5280,1964,90000,California
1504078,18,8,17839,37722,1969,90003,California
1059733,5,1,2470,5165,1970,90004,California
1530173,19,7,18249,28140,1950,90001,California
514228,3,1,1421,5072,1961,90002,California
904442,4,1,2560,4410,1973,90003,California
1950276,18,9,9013,20012,1964,90002,California
1525165,5,2,1892,7381,1999,90000,California
284901,14,6,17776,33277,1997,90000,California
658451,19,10,11008,23156,1970,90003,California
379567,14,8,13765,47679,1954,90002,California
125233,18,6,12617,45692,1974,90001,California
821818,11,3,7455,12012,2022,90003,California
788250,15,7,7326,18243,1995,90005,California
581761,8,3,3001,4566,1960,90001,California
1892220,20,10,8737,11333,2005,90001,California
435798,8,4,6525,25549,2000,90005,California
751361,4,1,2038,7965,1983,90000,California
631246,12,6,13019,39961,1964,90001,California
1227607,6,1,2105,2823,1965,90004,California
850049,1,1,1164,3959,1997,90005,California
396655,4,1,2793,7275,1966,90000,California
976983,20,10,12769,39630,2014,90000,California
1975157,5,3,2878,4508,2022,90001,California
398664,4,3,2532,6515,1978,90004,California
535541,1,1,1423,4258,2001,90005,California
1117825,11,6,8555,29629,1956,90004,California
527788,18,9,18727,35233,1979,90003,California
543669,11,5,18589,48923,2004,90005,California
1355593,13,7,15457,17196,2004,90004,California
926478,18,8,19375,48243,2014,90004,California
1475866,14,6,7408,17410,1968,90004,California
629477,4,1,1612,3142,1950,90002,California
340214,6,4,1598,2412,1983,90004,California
1792167,2,1,978,3768,2002,90004,California
1588339,15,7,7539,24512,2007,90004,California
903873,18,7,9360,23485,2022,90003,California
760986,12,7,18124,40053,2016,90002,California
990743,19,9,13622,40632,1971,90005,California
401737,11,7,14516,27135,2004,90001,California
744667,5,1,2692,10581,1995,90002,California
446960,4,2,1514,4689,1961,90002,California
860648,1,1,576,1125,1951,90000,California
849913,6,2,1574,6005,1987,90005,California
327595,12,7,9898,24189,2001,90002,California
475382,13,8,9803,23202,2007,90005,California
172797,6,2,2184,5952,1971,90005,California
1106393,9,3,5684,18166,2002,90005,California
